일련번호,시도,시군구,읍면동,리,구분,번,지
65539,경기도,광주시,곤지암읍,수양리,일반,125,14
65540,경상북도,포항시 북구,흥해읍,곡강리,일반,195,
65541,경기도,연천군,청산면,대전리,일반,495,11
65542,충청남도,서산시,대산읍,영탑리,일반,20,82
65543,인천광역시,남동구,고잔동,,일반,706,
65544,대전광역시,대덕구,대화동,,일반,4,7
65545,충청북도,충주시,대소원면,본리,일반,775,
65546,전라남도,영광군,염산면,봉남리,일반,1133,1
65547,경기도,포천시,군내면,용정리,산,23,2
65548,전라남도,장흥군,장평면,청용리,일반,315,5
65549,광주광역시,광산구,운수동,,일반,257,6
65550,경기도,연천군,백학면,통구리,일반,556,
65551,경상북도,고령군,성산면,삼대리,일반,424,
65552,충청북도,청주시 흥덕구,오송읍,서평리,일반,208,3
65553,경기도,파주시,조리읍,대원리,일반,508,12
65554,경기도,용인시 처인구,이동읍,서리,일반,69,1
65555,경상북도,고령군,성산면,삼대리,일반,322,2
65556,충청북도,청주시 청원구,주중동,,일반,575,12
65557,전라남도,여수시,웅천동,,일반,1722,1
65558,경기도,김포시,대곶면,초원지리,일반,402,29
65559,경기도,연천군,왕징면,무등리,일반,183,1
65560,대구광역시,달성군,현풍읍,중리,일반,489,
65561,경상북도,포항시 남구,동해면,공당리,일반,1041,7
65562,광주광역시,광산구,월계동,,일반,798,9
65563,충청남도,보령시,주포면,관산리,일반,345,
65564,전라남도,담양군,월산면,월산리,일반,521,4
65565,울산광역시,울주군,온양읍,내광리,산,76,1
65566,충청북도,청주시 청원구,북이면,옥수리,일반,241,2
65567,경상남도,함안군,칠서면,청계리,일반,763,11
65568,충청남도,천안시 동남구,구룡동,,일반,654,
65569,전라남도,광양시,태인동,,일반,967,
65570,충청남도,천안시 서북구,신당동,,일반,578,3
65571,충청남도,천안시 동남구,수신면,해정리,일반,395,1
65572,경기도,포천시,신북면,신평리,일반,619,
65573,경기도,연천군,중면,적거리,일반,1104,
65574,충청북도,음성군,삼성면,청용리,일반,424,1
65575,대구광역시,북구,노원동3가,,일반,616,2
65576,경기도,연천군,신서면,답곡리,일반,406,3
65577,경상남도,창원시 성산구,웅남동,,일반,61,57
65578,경기도,광주시,고산동,,일반,110,19
65579,경상북도,구미시,양호동,,일반,777,
65580,전라남도,영광군,군서면,만곡리,일반,60,
65581,경기도,광주시,매산동,,일반,631,27
65582,경기도,안산시 단원구,초지동,,일반,1,831
65583,경기도,화성시,우정읍,매향리,일반,67,31
65584,충청남도,당진시,송악읍,복운리,일반,1643,8
65585,경상남도,함안군,법수면,강주리,일반,51,3
65586,전라남도,무안군,운남면,성내리,일반,1421,185
65587,경기도,연천군,중면,적거리,일반,740,
65588,충청남도,서천군,비인면,다사리,일반,38,3
65589,경상북도,고령군,개진면,반운리,일반,180,
65590,전라남도,보성군,득량면,예당리,일반,880,
65591,경상남도,창원시 의창구,팔용동,,일반,17,6
65592,경상북도,영천시,금호읍,남성리,일반,28,13
65593,광주광역시,광산구,진곡동,,일반,300,1
65594,경상북도,영덕군,지품면,송천리,일반,559,2
65595,대구광역시,달서구,월암동,,일반,1019,2
65596,경상남도,진주시,지수면,압사리,일반,1637,
65597,경기도,시흥시,정왕동,,일반,2182,14
65598,충청북도,청주시 흥덕구,오송읍,서평리,일반,89,2
65599,충청북도,진천군,백곡면,갈월리,일반,857,4
65600,대전광역시,대덕구,대화동,,일반,254,21
65601,경상북도,영천시,청통면,송천리,일반,585,
65602,전라남도,영광군,염산면,송암리,일반,313,24
65603,부산광역시,기장군,정관읍,달산리,일반,1024,3
65604,경기도,김포시,양촌읍,대포리,일반,143,
65605,경기도,광주시,추자동,,일반,223,1
65606,경상북도,고령군,개진면,옥산리,일반,233,
65607,충청북도,음성군,감곡면,상우리,일반,646,
65608,경상남도,고성군,동해면,장좌리,일반,449,
65609,충청북도,청주시 청원구,북이면,대길리,일반,354,
65610,경기도,평택시,청북읍,고렴리,일반,960,1
65611,경기도,연천군,신서면,도신리,일반,150,4
65612,전라남도,광양시,태인동,,일반,125,49
65613,전라남도,영암군,삼호읍,용앙리,일반,1643,9
65614,대전광역시,유성구,어은동,,일반,105,5
65615,경기도,이천시,모가면,신갈리,일반,389,
65616,충청북도,청주시 흥덕구,오송읍,동평리,일반,117,1
65617,경기도,안산시 단원구,성곡동,,일반,779,15
65618,전라남도,광양시,중동,,일반,102,23
65619,경기도,용인시 기흥구,신갈동,,일반,388,118
65620,부산광역시,강서구,지사동,,일반,1189,3
65621,경상북도,의성군,봉양면,신평리,산,6,11
65622,경기도,이천시,신둔면,도암리,일반,920,11
65623,전라남도,여수시,웅천동,,일반,73,7
65624,경기도,연천군,장남면,고랑포리,일반,905,
65625,경기도,평택시,죽백동,,일반,655,4
65626,대전광역시,유성구,관평동,,일반,1087,
65627,충청북도,청주시 청원구,내수읍,구성리,일반,187,3
65628,충청북도,청주시 흥덕구,강서동,,일반,225,
65629,대구광역시,서구,이현동,,일반,42,585
65630,경상남도,창원시 의창구,팔용동,,일반,13,8
65631,울산광역시,울주군,온산읍,덕신리,일반,578,1
65632,경상북도,상주시,화동면,어산리,일반,45,
65633,충청북도,청주시 청원구,오창읍,가좌리,일반,294,
65634,경기도,광주시,도척면,도웅리,일반,75,9
65635,경상북도,포항시 남구,동해면,공당리,일반,1064,6
65636,대구광역시,북구,노원동3가,,일반,59,35
65637,경기도,수원시 장안구,이목동,,일반,167,3
65638,경기도,평택시,포승읍,도곡리,일반,1150,13
65639,경상남도,의령군,유곡면,세간리,일반,214,2
65640,제주특별자치도,제주시,조천읍,신촌리,일반,354,
65641,경상북도,영천시,북안면,반계리,일반,356,
65642,전라남도,여수시,월내동,,산,93,1
65643,경기도,광주시,곤지암읍,만선리,일반,109,4
65644,전라남도,영암군,삼호읍,용앙리,일반,1650,6
65645,경기도,연천군,중면,마거리,일반,117,
65646,전라남도,여수시,웅천동,,일반,1708,11
65647,경상북도,포항시 북구,청하면,신흥리,일반,478,6
65648,경기도,파주시,파평면,눌노리,일반,739,
65649,경기도,연천군,왕징면,강내리,일반,790,
65650,충청북도,충주시,대소원면,본리,일반,692,
65651,전라남도,담양군,무정면,안평리,일반,508,
65652,충청남도,아산시,음봉면,삼거리,일반,240,13
65653,경상남도,함안군,법수면,황사리,일반,732,1
65654,충청남도,천안시 동남구,풍세면,용정리,일반,416,5
65655,전라남도,광양시,태인동,,일반,685,
65656,충청남도,논산시,가야곡면,야촌리,일반,540,2
65657,경상북도,성주군,성주읍,성산리,일반,1624,4
65658,충청남도,당진시,송악읍,복운리,일반,26,99
65659,대전광역시,대덕구,대화동,,일반,37,17
65660,경상북도,구미시,옥계동,,일반,968,2
65661,충청북도,청주시 흥덕구,오송읍,오송리,일반,277,70
65662,경상남도,창원시 진해구,용원동,,일반,1224,9
65663,충청남도,아산시,배방읍,세교리,일반,293,5
65664,부산광역시,기장군,정관읍,매학리,일반,531,6
65665,충청북도,청주시 흥덕구,오송읍,서평리,일반,373,7
65666,충청남도,청양군,화성면,수정리,일반,653,6
65667,경기도,김포시,통진읍,귀전리,일반,20,2
65668,충청남도,청양군,청양읍,학당리,일반,335,5
65669,충청북도,청주시 흥덕구,강내면,사인리,일반,214,48
65670,충청북도,청주시 청원구,북이면,신기리,일반,217,18
65671,충청남도,서산시,오남동,,일반,363,5
65672,경기도,여주시,흥천면,신근리,일반,929,7
65673,경상북도,구미시,도개면,월림리,일반,235,
65674,경기도,파주시,광탄면,분수리,일반,178,3
65675,충청남도,태안군,소원면,의항리,일반,336,8
65676,울산광역시,울주군,온산읍,덕신리,일반,1341,13
65677,전라남도,여수시,평여동,,산,85,
65678,경상남도,고성군,동해면,장좌리,일반,448,
65679,전라남도,해남군,문내면,무고리,일반,932,33
65680,경기도,양주시,광적면,효촌리,일반,560,6
65681,경기도,안산시 단원구,성곡동,,일반,728,10
65682,경기도,안성시,신건지동,,일반,37,
65683,경기도,포천시,가산면,방축리,일반,2,1
65684,충청남도,논산시,연무읍,동산리,일반,999,2
65685,경상북도,울진군,기성면,다천리,일반,885,
65686,경기도,화성시,팔탄면,서근리,일반,67,10
65687,충청남도,아산시,음봉면,월랑리,산,46,
65688,충청남도,서천군,화양면,월산리,일반,124,5
65689,경기도,평택시,청북읍,고잔리,일반,21,18
65690,전라남도,순천시,해룡면,호두리,일반,995,5
65691,경기도,화성시,마도면,쌍송리,일반,664,7
65692,제주특별자치도,제주시,구좌읍,송당리,일반,2098,
65693,경기도,포천시,동교동,,일반,539,1
65694,경기도,화성시,송산면,고포리,일반,586,5
65695,대구광역시,달성군,구지면,수리리,산,98,
65696,부산광역시,강서구,명지동,,일반,3263,
65697,경상북도,고령군,덕곡면,백리,일반,105,
65698,전라남도,광양시,태인동,,일반,30,2
65699,경기도,화성시,서신면,장외리,일반,653,3
65700,경기도,연천군,중면,횡산리,일반,38,
65701,경상남도,진주시,정촌면,예하리,일반,1372,6
65702,대구광역시,달성군,구지면,창리,일반,1453,1
65703,전라남도,장성군,동화면,남산리,일반,180,1
65704,전라남도,곡성군,석곡면,구봉리,일반,316,
65705,경기도,광주시,문형동,,일반,565,4
65706,충청남도,태안군,소원면,소근리,일반,421,60
65707,경상남도,거제시,사등면,사곡리,일반,252,6
65708,경기도,안성시,대덕면,모산리,일반,412,13
65709,제주특별자치도,제주시,애월읍,광령리,일반,3258,
65710,경기도,연천군,신서면,답곡리,일반,1154,
65711,전라남도,영암군,삼호읍,용앙리,일반,1678,2
65712,경상남도,진주시,정촌면,예하리,일반,1374,8
65713,경상남도,창원시 의창구,동읍,노연리,일반,743,1
65714,경상북도,경주시,외동읍,구어리,일반,1408,3
65715,충청남도,서천군,비인면,장포리,일반,553,
65716,경기도,화성시,마도면,백곡리,일반,229,7
65717,경기도,파주시,적성면,가월리,일반,1860,1
65718,경기도,포천시,내촌면,마명리,일반,179,2
65719,경기도,파주시,법원읍,대능리,일반,418,1
65720,충청북도,청주시 흥덕구,오송읍,동평리,일반,41,4
65721,충청남도,천안시 동남구,풍세면,용정리,일반,875,2
65722,경기도,시흥시,정왕동,,일반,2778,4
65723,충청북도,청주시 흥덕구,오송읍,연제리,일반,421,1
65724,경상북도,구미시,구포동,,일반,335,4
65725,경기도,연천군,백학면,두현리,일반,584,
65726,경기도,이천시,부발읍,수정리,일반,19,1
65727,경상남도,창원시 진해구,죽곡동,,일반,452,2
65728,경기도,동두천시,상패동,,일반,635,7
65729,충청남도,아산시,인주면,신성리,일반,85,14
65730,충청북도,청주시 흥덕구,오송읍,봉산리,일반,540,
65731,경상북도,김천시,삼락동,,일반,891,91
65732,대구광역시,달성군,현풍읍,중리,일반,465,5
65733,충청북도,청주시 청원구,오창읍,구룡리,일반,394,8
65734,전라남도,신안군,팔금면,읍리,일반,923,1
65735,경기도,포천시,영북면,소회산리,일반,345,5
65736,광주광역시,북구,월출동,,일반,812,1
65737,경기도,광주시,능평동,,일반,44,1
65738,전라남도,영암군,학산면,상월리,일반,517,45
65739,경기도,평택시,포승읍,홍원리,일반,40,29
65740,경기도,파주시,연다산동,,일반,116,
65741,충청북도,청주시 흥덕구,오송읍,만수리,일반,617,
65742,전라남도,영암군,삼호읍,나불리,일반,336,4
65743,대구광역시,서구,이현동,,일반,107,
65744,울산광역시,남구,두왕동,,일반,750,4
65745,대구광역시,달성군,유가읍,금리,일반,1145,2
65746,경상북도,경주시,외동읍,석계리,일반,557,
65747,충청북도,청주시 청원구,오창읍,양청리,일반,671,6
65748,울산광역시,울주군,온산읍,덕신리,일반,630,28
65749,전라남도,해남군,문내면,난대리,일반,328,1
65750,세종특별자치시,,전의면,신방리,일반,183,
65751,제주특별자치도,제주시,구좌읍,한동리,일반,3460,6
65752,전라남도,강진군,작천면,내기리,일반,1200,2
65753,경상남도,합천군,가야면,구미리,산,13,
65754,전라남도,곡성군,겸면,남양리,일반,247,
65755,충청북도,청주시 흥덕구,오송읍,봉산리,일반,525,2
65756,경상남도,함안군,칠원읍,용정리,일반,12,
65757,충청남도,천안시 서북구,직산읍,신갈리,산,17,2
65758,대전광역시,대덕구,문평동,,일반,77,4
65759,경기도,안성시,원곡면,반제리,일반,589,2
65760,경상북도,경주시,황성동,,일반,1071,9
65761,충청남도,아산시,영인면,성내리,일반,57,21
65762,전라남도,영암군,삼호읍,용앙리,일반,1661,6
65763,충청북도,보은군,삼승면,우진리,산,14,2
65764,충청북도,청주시 흥덕구,오송읍,정중리,일반,520,4
65765,충청남도,홍성군,광천읍,신진리,산,3,4
65766,경상북도,상주시,외서면,관동리,일반,123,
65767,충청남도,금산군,금산읍,하옥리,일반,237,
65768,충청북도,청주시 청원구,오창읍,장대리,일반,363,
65769,충청남도,아산시,인주면,신성리,일반,248,2
65770,경기도,남양주시,오남읍,양지리,일반,788,5
65771,경상북도,영천시,대창면,사리리,일반,524,
65772,울산광역시,울주군,온산읍,덕신리,일반,271,10
65773,충청북도,청주시 흥덕구,오송읍,동평리,일반,204,
65774,경상북도,경주시,건천읍,대곡리,일반,391,1
65775,충청남도,태안군,원북면,동해리,일반,1083,3
65776,경상남도,거창군,거창읍,정장리,일반,141,
65777,경기도,화성시,남양읍,장덕리,일반,787,8
65778,충청북도,영동군,황간면,남성리,일반,332,1
65779,경상남도,창녕군,대지면,본초리,산,168,
65780,대구광역시,동구,봉무동,,일반,1542,7
65781,제주특별자치도,서귀포시,성산읍,수산리,일반,2797,3
65782,대전광역시,유성구,전민동,,일반,370,7
65783,대구광역시,달성군,논공읍,노이리,일반,750,2
65784,전라남도,영암군,삼호읍,용앙리,일반,1686,3
65785,전라남도,여수시,소호동,,일반,435,7
65786,경상북도,문경시,농암면,율수리,일반,240,3
65787,경기도,시흥시,정왕동,,일반,2204,2
65788,대전광역시,유성구,문지동,,일반,650,6
65789,전라남도,광양시,다압면,도사리,일반,1455,52
65790,대구광역시,달서구,월암동,,일반,918,5
65791,광주광역시,북구,양산동,,일반,410,2
65792,전라남도,신안군,지도읍,광정리,일반,118,15
65793,경상북도,안동시,남선면,현내리,일반,2,3
65794,충청남도,태안군,근흥면,정죽리,일반,1606,
65795,대구광역시,서구,중리동,,일반,1060,6
65796,경상북도,경주시,외동읍,냉천리,일반,348,9
65797,대전광역시,유성구,자운동,,일반,40,5
65798,경상북도,성주군,월항면,장산리,일반,578,
65799,경기도,포천시,소흘읍,무림리,일반,280,
65800,경기도,화성시,송산면,중송리,일반,57,8
65801,전라남도,광양시,태인동,,일반,873,21
65802,제주특별자치도,서귀포시,하예동,,일반,1666,
65803,경기도,평택시,청북읍,율북리,일반,1141,6
65804,전라남도,무안군,일로읍,광암리,일반,659,2
65805,경상남도,사천시,축동면,구호리,산,15,1
65806,광주광역시,광산구,월계동,,일반,795,11
65807,경기도,양주시,고암동,,일반,456,2
65808,제주특별자치도,서귀포시,안덕면,서광리,일반,1324,
65809,경상남도,김해시,한림면,병동리,일반,1049,7
65810,경기도,김포시,대곶면,율생리,일반,847,
65811,충청남도,보령시,천북면,하만리,일반,959,3
65812,경상남도,밀양시,초동면,신호리,일반,242,3
65813,경기도,안성시,대덕면,무능리,일반,28,1
65814,대전광역시,대덕구,오정동,,산,25,7
65815,경기도,시흥시,월곶동,,일반,1017,3
65816,경기도,양주시,백석읍,오산리,일반,472,15
65817,부산광역시,강서구,명지동,,일반,3264,2
65818,경기도,평택시,현덕면,대안리,일반,751,2
65819,전라남도,영광군,군남면,양덕리,일반,400,6
65820,경기도,김포시,통진읍,서암리,일반,613,1
65821,광주광역시,광산구,옥동,,일반,123,22
65822,경기도,안산시 단원구,원시동,,일반,768,12
65823,전라남도,완도군,완도읍,죽청리,일반,10,
65824,충청남도,부여군,부여읍,송곡리,일반,98,
65825,부산광역시,강서구,신호동,,일반,250,10
65826,경상남도,함안군,산인면,송정리,일반,1276,
65827,부산광역시,강서구,신호동,,일반,229,16
65828,경상북도,포항시 남구,연일읍,우복리,산,24,
65829,경기도,광주시,고산동,,일반,220,3
65830,경기도,남양주시,수동면,운수리,일반,178,5
65831,경상남도,창녕군,대합면,등지리,일반,805,17
65832,부산광역시,강서구,명지동,,일반,3267,3
65833,경상남도,창원시 의창구,동읍,월잠리,일반,549,2
65834,경기도,이천시,대월면,대대리,일반,88,11
65835,경상북도,칠곡군,왜관읍,낙산리,산,94,3
65836,경기도,김포시,통진읍,옹정리,일반,79,
65837,전라남도,여수시,화장동,,일반,563,1
65838,경상남도,밀양시,초동면,반월리,일반,1045,3
65839,경상남도,하동군,적량면,동산리,일반,1097,
65840,경상남도,진주시,상대동,,일반,33,164
65841,충청남도,천안시 서북구,성환읍,송덕리,일반,55,1
65842,충청남도,당진시,송산면,동곡리,산,71,22
65843,제주특별자치도,서귀포시,남원읍,수망리,일반,977,
65844,충청북도,청주시 흥덕구,오송읍,오송리,일반,360,37
65845,경상북도,구미시,옥계동,,일반,891,4
65846,충청북도,진천군,이월면,미잠리,일반,95,
65847,경기도,이천시,부발읍,신원리,일반,16,10
65848,울산광역시,북구,양정동,,일반,523,11
65849,경기도,화성시,방교동,,일반,754,4
65850,울산광역시,울주군,온산읍,덕신리,일반,332,7
65851,경기도,연천군,신서면,답곡리,일반,843,1
65852,경기도,평택시,청북읍,현곡리,일반,178,5
65853,경상남도,거창군,거창읍,동변리,일반,742,7
65854,대전광역시,유성구,탑립동,,일반,620,21
65855,대구광역시,서구,이현동,,일반,42,48
65856,경기도,김포시,하성면,원산리,일반,282,5
65857,경상남도,창녕군,대합면,등지리,일반,1036,1
65858,경기도,포천시,소흘읍,무봉리,일반,574,4
65859,경기도,화성시,마도면,송정리,일반,328,6
65860,경기도,성남시 중원구,하대원동,,일반,13,
65861,전라남도,무안군,망운면,목동리,일반,682,3
65862,경상북도,경산시,진량읍,대원리,일반,472,
65863,울산광역시,울주군,온산읍,덕신리,일반,1284,7
65864,경기도,화성시,우정읍,화산리,일반,679,7
65865,충청남도,논산시,연무읍,양지리,일반,64,5
65866,전라남도,영암군,삼호읍,용앙리,일반,1688,8
65867,경기도,화성시,양감면,송산리,일반,215,3
65868,광주광역시,북구,연제동,,일반,394,2
65869,경상북도,구미시,옥계동,,일반,744,9
65870,충청북도,음성군,대소면,부윤리,일반,40,9
65871,경상북도,포항시 북구,흥해읍,곡강리,일반,924,
65872,세종특별자치시,,전동면,노장리,일반,395,1
65873,경기도,성남시 중원구,상대원동,,일반,307,12
65874,경기도,평택시,청북읍,현곡리,일반,468,1
65875,경기도,광주시,고산동,,일반,110,18
65876,충청남도,당진시,송산면,유곡리,일반,936,
65877,전라남도,여수시,중흥동,,산,153,
65878,부산광역시,기장군,정관읍,달산리,일반,44,8
65879,제주특별자치도,서귀포시,대정읍,영락리,일반,544,
65880,충청남도,보령시,천북면,사호리,일반,225,12
65881,경상북도,청도군,청도읍,월곡리,산,108,
65882,경기도,포천시,화현면,화현리,일반,830,
65883,경기도,김포시,대곶면,석정리,일반,169,27
65884,경기도,여주시,오금동,,일반,370,6
65885,경상남도,통영시,광도면,덕포리,일반,8,
65886,경상북도,경산시,자인면,교촌리,일반,155,
65887,대구광역시,달서구,대천동,,일반,743,
65888,경기도,파주시,광탄면,마장리,일반,379,16
65889,경기도,하남시,미사동,,일반,194,
65890,충청북도,진천군,덕산읍,화상리,일반,625,109
65891,충청남도,보령시,오천면,교성리,일반,1326,11
65892,경기도,김포시,양촌읍,석모리,일반,879,
65893,경기도,여주시,점동면,장안리,일반,608,
65894,경기도,안산시 단원구,초지동,,산,13,5
65895,경상북도,김천시,봉산면,태화리,일반,618,
65896,대구광역시,서구,중리동,,일반,1020,4
65897,경상북도,성주군,성주읍,예산리,일반,91,1
65898,경기도,연천군,중면,중사리,일반,1205,
65899,경상남도,김해시,생림면,나전리,일반,1078,
65900,경상남도,밀양시,하남읍,남전리,일반,491,1
65901,경기도,포천시,군내면,유교리,일반,1015,24
65902,경기도,포천시,설운동,,일반,351,
65903,경상남도,통영시,용남면,화삼리,일반,1248,
65904,제주특별자치도,제주시,구좌읍,김녕리,일반,2054,
65905,전라남도,완도군,군외면,영풍리,일반,36,
65906,경기도,연천군,청산면,백의리,일반,168,6
65907,경상남도,함안군,칠북면,영동리,일반,933,
65908,부산광역시,강서구,범방동,,일반,1899,8
65909,경기도,평택시,팽성읍,송화리,일반,410,1
65910,전라남도,순천시,별량면,봉림리,일반,1288,1
65911,충청남도,당진시,송악읍,복운리,일반,1663,4
65912,경상북도,구미시,무을면,송삼리,일반,633,
65913,충청남도,서산시,장동,,일반,425,2
65914,대구광역시,서구,중리동,,일반,905,7
65915,경상남도,창녕군,대합면,대동리,일반,719,2
65916,경상남도,통영시,광도면,황리,일반,1590,6
65917,부산광역시,사상구,삼락동,,일반,378,20
65918,경상남도,양산시,상북면,소석리,일반,348,
65919,충청북도,옥천군,동이면,평산리,일반,1347,
65920,경상남도,통영시,도산면,관덕리,일반,830,
65921,제주특별자치도,서귀포시,안덕면,덕수리,일반,2852,
65922,부산광역시,기장군,장안읍,명례리,일반,499,
65923,인천광역시,남동구,고잔동,,일반,713,8
65924,전라남도,광양시,태인동,,일반,607,
65925,경상남도,창원시 진해구,원포동,,산,45,
65926,제주특별자치도,제주시,한경면,조수리,일반,615,
65927,대구광역시,달성군,구지면,창리,일반,1421,11
65928,대구광역시,달성군,구지면,내리,일반,852,6
65929,경상남도,창원시 의창구,대산면,제동리,일반,820,7
65930,경기도,연천군,왕징면,고잔하리,일반,526,
65931,경상북도,경주시,시동,,일반,926,
65932,경상북도,칠곡군,가산면,송학리,일반,407,1
65933,경기도,포천시,신북면,신평리,일반,673,1
65934,경기도,양주시,덕정동,,일반,5,2
65935,경기도,광주시,곤지암읍,삼리,일반,380,1
65936,경기도,포천시,가산면,금현리,일반,160,
65937,경기도,김포시,하성면,원산리,일반,366,5
65938,충청남도,서산시,성연면,일람리,일반,1116,
65939,경기도,포천시,화현면,화현리,일반,508,
65940,충청남도,예산군,고덕면,지곡리,산,13,4
65941,울산광역시,남구,여천동,,일반,816,1
65942,경기도,포천시,내촌면,마명리,일반,117,12
65943,대구광역시,서구,이현동,,일반,350,2
65944,울산광역시,울주군,온산읍,덕신리,일반,1343,4
65945,인천광역시,서구,가좌동,,일반,272,8
65946,제주특별자치도,제주시,구좌읍,행원리,일반,529,
65947,경상남도,창원시 마산회원구,내서읍,평성리,일반,62,1
65948,경상남도,김해시,주촌면,망덕리,일반,173,1
65949,경상남도,산청군,금서면,매촌리,일반,1036,
65950,전라남도,여수시,웅천동,,일반,1716,2
65951,경상북도,고령군,다산면,송곡리,일반,1822,
65952,경기도,화성시,서신면,전곡리,일반,1085,4
65953,경상남도,거창군,남상면,대산리,일반,2435,
65954,경기도,연천군,백학면,통구리,일반,360,
65955,경기도,연천군,중면,중사리,일반,825,
65956,경기도,광주시,송정동,,일반,451,2
65957,대구광역시,북구,검단동,,일반,838,81
65958,전라남도,여수시,낙포동,,산,363,1
65959,충청남도,아산시,인주면,걸매리,일반,667,
65960,경기도,용인시 처인구,포곡읍,삼계리,일반,361,8
65961,경기도,포천시,가산면,금현리,일반,471,1
65962,경기도,용인시 처인구,백암면,장평리,일반,628,3
65963,인천광역시,서구,오류동,,일반,1527,1
65964,울산광역시,울주군,웅촌면,고연리,일반,425,3
65965,경기도,화성시,장안면,장안리,일반,391,1
65966,경기도,평택시,포승읍,만호리,산,50,23
65967,대구광역시,북구,노원동3가,,일반,1026,
65968,경상북도,영천시,임고면,선원리,일반,709,2
65969,부산광역시,강서구,명지동,,일반,3237,
65970,충청남도,서산시,대산읍,화곡리,산,8,3
65971,충청북도,청주시 청원구,오창읍,구룡리,일반,382,11
65972,경기도,연천군,청산면,장탄리,일반,1020,
65973,전라남도,영암군,삼호읍,용앙리,일반,1647,6
65974,대전광역시,서구,평촌동,,일반,179,3
65975,경상북도,경산시,하양읍,대학리,일반,1042,
65976,대구광역시,달성군,구지면,응암리,일반,1188,6
65977,충청북도,청주시 흥덕구,오송읍,오송리,일반,276,145
65978,대구광역시,서구,이현동,,일반,42,45
65979,경상북도,포항시 북구,흥해읍,곡강리,일반,95,1
65980,경상북도,구미시,오태동,,일반,592,
65981,경기도,파주시,탄현면,성동리,일반,693,12
65982,경상북도,경주시,강동면,국당리,일반,497,5
65983,충청남도,서천군,종천면,화산리,일반,322,6
65984,충청남도,천안시 동남구,풍세면,용정리,일반,889,
65985,경상북도,청도군,금천면,동곡리,일반,132,
65986,경상북도,청송군,현동면,거성리,일반,597,5
65987,경상남도,함안군,군북면,월촌리,일반,2014,3
65988,경상북도,고령군,개진면,개포리,일반,527,
65989,대전광역시,유성구,신성동,,일반,150,8
65990,경기도,화성시,마도면,쌍송리,일반,187,2
65991,경상남도,창원시 성산구,내동,,일반,336,
65992,경상북도,경산시,진량읍,광석리,일반,78,
65993,경상북도,고령군,개진면,반운리,일반,487,1
65994,전라남도,광양시,광양읍,익신리,일반,753,9
65995,경상북도,칠곡군,왜관읍,금산리,일반,510,12
65996,경상북도,김천시,개령면,덕촌리,일반,450,4
65997,충청북도,청주시 흥덕구,오송읍,동평리,일반,21,1
65998,경기도,오산시,가장동,,산,44,1
65999,경상남도,고성군,상리면,고봉리,일반,495,
66000,경상남도,창원시 마산회원구,내서읍,평성리,일반,89,2
66001,충청남도,당진시,송악읍,복운리,일반,1640,3
66002,경상북도,경주시,외동읍,석계리,일반,2080,6
66003,경기도,파주시,신촌동,,일반,438,1
66004,경상북도,경산시,진량읍,신상리,일반,1184,7
66005,경상북도,칠곡군,가산면,학산리,일반,750,
66006,대구광역시,달서구,호산동,,일반,385,26
66007,인천광역시,남동구,고잔동,,일반,675,17
66008,경상북도,영주시,안정면,생현리,일반,196,11
66009,전라남도,장성군,남면,월정리,일반,199,
66010,충청북도,청주시 청원구,오창읍,화산리,일반,57,
66011,경상남도,창원시 의창구,덕정동,,일반,386,6
66012,경상남도,사천시,사남면,방지리,일반,635,
66013,대구광역시,달성군,논공읍,본리리,일반,29,103
66014,경기도,김포시,풍무동,,일반,429,9
66015,전라남도,무안군,삼향읍,유교리,일반,350,2
66016,전라남도,함평군,월야면,외치리,일반,952,
66017,경상남도,밀양시,부북면,위양리,일반,661,
66018,전라남도,순천시,해룡면,선월리,일반,292,2
66019,충청북도,청주시 흥덕구,오송읍,동평리,일반,180,3
66020,전라남도,순천시,서면,압곡리,일반,990,16
66021,대구광역시,서구,중리동,,일반,1170,16
66022,경상남도,창원시 진해구,용원동,,일반,1266,10
66023,경기도,포천시,내촌면,마명리,일반,309,5
66024,제주특별자치도,제주시,한경면,조수리,일반,882,
66025,충청북도,청주시 흥덕구,오송읍,봉산리,일반,845,
66026,충청북도,진천군,덕산읍,신척리,일반,943,
66027,울산광역시,울주군,온산읍,덕신리,일반,268,5
66028,경기도,화성시,양감면,사창리,일반,1093,6
66029,울산광역시,남구,무거동,,일반,1357,
66030,대구광역시,달서구,호산동,,일반,720,6
66031,충청남도,천안시 서북구,성환읍,대홍리,일반,232,1
66032,경상남도,진주시,상대동,,일반,328,18
66033,충청남도,당진시,송산면,유곡리,일반,998,
66034,세종특별자치시,,전동면,청송리,일반,168,11
66035,전라남도,무안군,운남면,성내리,일반,1421,146
66036,경상북도,칠곡군,왜관읍,왜관리,일반,464,3
66037,울산광역시,울주군,온산읍,학남리,일반,944,
66038,부산광역시,사하구,장림동,,일반,986,5
66039,경기도,이천시,모가면,어농리,일반,94,18
66040,경상남도,함양군,함양읍,삼산리,일반,95,2
66041,부산광역시,강서구,신호동,,일반,243,4
66042,충청북도,음성군,대소면,성본리,일반,146,20
66043,경기도,파주시,조리읍,오산리,일반,152,3
66044,인천광역시,서구,왕길동,,일반,128,7
66045,충청남도,서산시,성연면,명천리,일반,165,21
66046,경상남도,김해시,한림면,병동리,일반,154,1
66047,광주광역시,북구,신용동,,일반,808,
66048,광주광역시,서구,세하동,,일반,262,1
